Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Log_Return,Lag_1,Lag_2,Lag_3,MA_7,MA_30,STD_7,Price_Range,Volatility_7,RSI_14
2018-04-19,332.880005,335.309998,326.769989,332.700012,332.700012,8438800,-0.005440562776055757,-0.005455416537427075,334.519989,336.059998,307.779999,319.375715,308.7773355333333,14.309657571327545,8.540008999999998,0.035425411390952476,70.2614871710034
2018-04-20,332.220001,336.51001,326.0,327.769989,327.769989,9158700,-0.014818223090415805,-0.014929109750525532,332.700012,334.519989,336.059998,322.81856871428573,309.1363351666667,12.71101797418541,10.510010000000023,0.03726735955172638,78.93709942243035
2018-04-23,329.149994,331.220001,317.079987,318.690002,318.690002,8968000,-0.02770231352694108,-0.028093259606712367,327.769989,332.700012,334.519989,324.1671404285714,308.71133516666663,11.471910289342997,14.140014000000008,0.03983887477550593,69.95669282323932
2018-04-24,319.220001,320.25,302.309998,307.019989,307.019989,13893200,-0.036618698191856036,-0.03730599351895283,318.690002,327.769989,332.700012,323.5057111428572,308.2353352,12.409081221834128,17.940001999999993,0.04274328520284161,59.602713979612375
2018-04-25,306.369995,309.980011,292.619995,305.76001,305.76001,14919700,-0.004103898915845505,-0.004112343019417773,307.019989,318.690002,327.769989,323.21714128571426,307.8980020333333,12.851334297359255,17.360015999999973,0.042500450824104745,56.52318997799767
2018-04-26,310.0,316.630005,305.579987,313.980011,313.980011,9266700,0.026883832846551714,0.026528811448897155,305.76001,307.019989,318.690002,320.0628574285715,307.6456694666666,11.843984549877737,11.050017999999966,0.02036578485103157,63.44282272217672
2018-04-27,316.25,317.450012,306.5,311.76001,311.76001,7074400,-0.00707051698268768,-0.0070956315398401845,313.980011,305.76001,307.019989,316.8114318571429,307.3346699333334,10.227463554316348,10.950012000000015,0.02028756372741703,61.536846243026055
2018-04-30,311.070007,317.880005,310.119995,312.459991,312.459991,6088800,0.002245255894109066,0.00224273907366065,311.76001,313.980011,305.76001,313.92000028571425,307.1350025666667,7.478541383860174,7.760009999999966,0.02076756228944594,58.253981830803376
2018-05-01,310.359985,313.480011,306.690002,313.299988,313.299988,6036600,0.0026883345842507733,0.002684727476128467,312.459991,311.76001,313.980011,311.8528572857143,307.12900179999997,4.363144010766158,6.790008999999998,0.02096684652801105,55.842726404992185
2018-05-02,311.649994,317.100006,310.399994,313.359985,313.359985,5697100,0.00019150016692637273,0.00019148183310998824,313.299988,312.459991,311.76001,311.09142628571425,306.9910013,3.308791317104165,6.700012000000015,0.01874040726607132,52.67264111866475
2018-05-03,312.589996,312.589996,305.730011,311.690002,311.690002,6135800,-0.005329279678131238,-0.005343530944280927,313.359985,313.299988,312.459991,311.758571,306.8313343333333,2.779529837535376,6.859984999999995,0.011517640756915972,50.026265776305344
2018-05-04,308.709991,320.980011,307.670013,320.089996,320.089996,8209500,0.02694983459880107,0.026593083208892376,311.690002,313.359985,313.299988,313.80571185714285,307.27766713333335,2.899687493033143,13.309998000000007,0.014318145692361032,57.62796257342661
2018-05-07,321.98999,329.019989,319.339996,326.26001,326.26001,7117800,0.019275872651765225,0.019092446404638006,320.089996,311.690002,313.359985,315.5599974285714,308.1216674,5.537533481021972,9.679993000000024,0.01272668588590289,41.63537439324809
2018-05-08,325.899994,327.350006,323.049988,326.890015,326.890015,4735700,0.001930990561791468,0.0019291285960900892,326.26001,320.089996,311.690002,317.7214267142857,308.3396677,6.648466240823436,4.300018000000023,0.011646143251663868,43.38479248257392
2018-05-09,328.790009,331.950012,327.51001,330.299988,330.299988,5633400,0.010431560596918077,0.010377527311486898,326.890015,326.26001,320.089996,320.2699977142857,309.3266672333333,7.640720072750972,4.440001999999993,0.011516946217116342,47.97500328552428
2018-05-10,331.5,332.059998,327.339996,329.600006,329.600006,5302300,-0.0021192310791121605,-0.0021214798269347294,330.299988,326.890015,326.26001,322.59857171428575,310.7876678,7.6463045590748,4.720002000000022,0.01202022052954544,51.662747676458906
2018-05-11,329.649994,331.26001,324.869995,326.459991,326.459991,4589700,-0.009526744365411233,-0.009572414081773076,329.600006,330.299988,326.890015,324.47000114285714,311.82466730000004,6.529920598555257,6.390015000000005,0.013457790917268833,57.91403472015193
2018-05-14,327.25,330.5,327.040009,328.529999,328.529999,4089800,0.006340770866467338,0.006320752754488473,326.459991,329.600006,330.299988,326.875715,313.4326669666667,3.3784160122768254,3.4599910000000023,0.01251845971970951,77.23480391076922
2018-05-15,325.940002,326.940002,322.429993,326.130005,326.130005,4746100,-0.007305250684276121,-0.0073320646965871865,328.529999,326.459991,329.600006,327.73857342857144,314.8480000333333,1.7214624061580843,4.510008999999968,0.010175166986790262,75.06771175791653
2018-05-16,326.279999,329.720001,325.140015,328.190002,328.190002,3671700,0.0063164902597663275,0.006296624844415397,326.130005,328.529999,326.459991,328.0142865714286,316.1563333666666,1.595102435460803,4.579986000000019,0.007483372525485321,70.6121487124101
2018-05-17,327.529999,330.450012,323.170013,325.220001,325.220001,4935700,-0.009049638873520505,-0.009090835587325331,328.190002,326.130005,328.529999,327.7757131428571,317.19800003333336,1.889079802457043,7.279999000000032,0.008326530384168019,69.10848033504662
2018-05-18,324.899994,326.420013,322.799988,324.179993,324.179993,3577700,-0.0031978599003816832,-0.003202983981331024,325.220001,328.190002,326.130005,326.9014281428571,318.37566626666666,1.9415781795177363,3.6200249999999983,0.006729662123417786,66.47920774281918
2018-05-21,327.109985,331.880005,325.450012,331.820007,331.820007,6657300,0.023567197744988277,0.02329377881989666,324.179993,325.220001,328.190002,327.2185711428571,319.7720000666667,2.5437633769936316,6.429992999999968,0.012003271214984942,71.86027568234508
2018-05-22,334.049988,336.630005,331.149994,331.619995,331.619995,5964400,-0.0006027725748314339,-0.0006029543152556836,331.820007,324.179993,325.220001,327.95571457142853,320.890333,2.9949351079751185,5.48001099999999,0.011139129833260009,71.48236470588246
2018-05-23,329.040009,345.0,328.089996,344.720001,344.720001,10049100,0.03950306434327033,0.03874277621275947,331.619995,331.820007,324.179993,330.268572,322.25866593333336,7.036620261956874,16.910004000000015,0.01805274855649303,80.62301586632007
2018-05-24,344.339996,354.0,341.119995,349.290009,349.290009,14758600,0.01325715939528549,0.013170052275101282,344.720001,331.619995,331.820007,333.577144,323.5933329,9.705195655275642,12.880004999999983,0.01697135793817123,79.14170801909799
2018-05-25,349.899994,354.359985,348.829987,351.290009,351.290009,7817400,0.0057259009661509985,0.005709570304061632,349.290009,344.720001,331.619995,336.877145,324.9146667333333,11.35516899641704,5.529997999999978,0.0169940037027802,77.24797133238981
2018-05-29,351.5,356.100006,346.709991,349.730011,349.730011,9717900,-0.004440769620635554,-0.004450659126920527,351.290009,349.290009,344.720001,340.378575,326.31300046666667,10.93256794693473,9.390015000000005,0.016209251319805,74.3704526263927
2018-05-30,352.369995,354.0,349.26001,353.540009,353.540009,5685500,0.010894112258498678,0.010835198903814862,349.730011,351.290009,349.290009,344.572863,326.8956675,9.172523960385682,4.7399899999999775,0.015051788120149633,74.58738979934454
2018-05-31,353.799988,355.529999,350.209991,351.600006,351.600006,6921700,-0.005487364797798544,-0.005502475688676772,353.540009,349.730011,351.290009,347.3985771428571,327.4650014,7.479571673217789,5.320007999999973,0.015508910570002574,72.68038337765431
2018-06-01,353.880005,359.98999,352.820007,359.929993,359.929993,7112300,0.023691657729949078,0.02341536577484502,351.600006,353.540009,349.730011,351.4428625714286,328.37266743333333,4.641173900359923,7.169983000000002,0.015870744904558164,81.16965990373569
2018-06-04,362.679993,363.0,355.51001,361.809998,361.809998,7682000,0.005223251844977517,0.005209657980630672,359.929993,351.600006,353.540009,353.8842907142857,329.50733440000005,4.996658895183573,7.4899899999999775,0.010202373897761836,81.10278478156407
2018-06-05,363.320007,369.829987,361.410004,365.799988,365.799988,8358000,0.011027859987440047,0.010967496520609523,361.809998,359.929993,351.600006,356.2428591428571,331.0776672666667,6.214715102047289,8.419983000000002,0.010006710963409113,86.00468647437776
2018-06-06,367.779999,369.679993,363.329987,367.450012,367.450012,7712300,0.004510727321292318,0.004500584480430723,365.799988,361.809998,359.929993,358.551431,333.0920013666667,7.017824037006443,6.350006000000008,0.010036155921694235,85.89975423213747
2018-06-07,368.540009,368.700012,357.799988,361.399994,361.399994,8278000,-0.016464873594833396,-0.01660192607635912,367.450012,365.799988,361.809998,360.21857142857147,334.94666750000005,5.864305659025083,10.90002400000003,0.012852371625801863,81.3192075196722
2018-06-08,358.059998,362.390015,356.25,360.570007,360.570007,5225700,-0.0022965883059754555,-0.0022992295095119997,361.399994,367.450012,365.799988,361.2228568571428,336.49966736666664,5.079381055947267,6.140015000000005,0.012771690896517853,81.61597079411746
2018-06-11,361.880005,365.670013,360.910004,361.450012,361.450012,4432400,0.0024405940120251213,0.002437620599405372,360.570007,361.399994,367.450012,362.63000057142864,338.15600076666664,2.8399717803947735,4.760008999999968,0.01224606533606338,79.16910915665535
2018-06-12,363.600006,365.980011,362.0,363.829987,363.829987,4291000,0.006584520461988541,0.006562937198951119,361.450012,360.570007,361.399994,363.1871425714286,339.8683339666667,2.593893931475372,3.9800109999999904,0.008921468320090173,80.40399241804849
2018-06-13,367.529999,384.25,364.109985,379.929993,379.929993,18222800,0.04425145418263732,0.043300316955956666,363.829987,361.450012,360.570007,365.77571328571423,342.08933413333335,6.7316582809558225,20.140015000000005,0.018564841395595458,81.4543411503061
2018-06-14,384.269989,395.029999,383.25,392.869995,392.869995,14598300,0.03405891147951556,0.03349174881482311,379.929993,363.829987,361.450012,369.64285714285717,344.73966779999995,12.256340130301481,11.779998999999975,0.021217806233450105,83.86694696509002
2018-06-15,390.709991,398.859985,387.51001,391.980011,391.980011,13588100,-0.002265339708622971,-0.0022679094722793257,392.869995,379.929993,363.829987,373.1471427142857,347.4160014333333,14.773213323399991,11.349974999999972,0.02168290832465534,82.17619293328275
2018-06-18,387.720001,393.160004,386.5,390.399994,390.399994,6824800,-0.004030861155315368,-0.004039006973284973,391.980011,392.869995,379.929993,377.28999985714285,349.75966803333336,14.994496261521393,6.660004000000015,0.01961459459355476,82.15018368141997
2018-06-19,389.5,405.290009,388.5,404.980011,404.980011,16697100,0.03734635559446242,0.03666587116287322,390.399994,391.980011,392.869995,383.63428614285715,352.38366806666664,16.095746257130617,16.790008999999998,0.020742377849134384,84.74735753921703
2018-06-20,415.149994,419.470001,409.600006,416.76001,416.76001,16494600,0.029087852931092062,0.028672830205649914,404.980011,390.399994,391.980011,391.5357144285714,355.37933456666667,16.943936302690783,9.869995000000017,0.020078410056757524,88.85046003330115
2018-06-21,421.380005,423.209991,406.369995,415.440002,415.440002,18389900,-0.003167309646623817,-0.0031723361883715527,416.76001,404.980011,390.399994,398.90857371428575,358.2173350333333,13.819527959862421,16.839995999999985,0.021509849788134406,86.11579848686335
2018-06-22,419.980011,420.5,409.649994,411.089996,411.089996,10428600,-0.010470840504184342,-0.010526045454246617,415.440002,416.76001,404.980011,403.3600027142857,360.93366803333333,11.513543475551371,10.850006000000008,0.020875866018891662,81.06402823458043
2018-06-25,404.690002,405.98999,378.75,384.480011,384.480011,22490900,-0.06473031515950589,-0.06692035829776079,411.089996,415.440002,416.76001,402.1614335714286,362.86766869999997,13.113148296873183,27.239989999999977,0.032975846235265165,59.162260620417875
2018-06-26,393.279999,404.779999,389.049988,399.390015,399.390015,15191200,0.03877965973112718,0.03804662007098061,384.480011,411.089996,415.440002,403.22000557142854,365.2296692333333,12.43585757732121,15.73001099999999,0.0365063687366585,63.862846959921754
2018-06-27,407.559998,411.589996,390.0,390.390015,390.390015,16541400,-0.022534364060153078,-0.02279214278931938,399.390015,384.480011,411.089996,403.21858000000003,367.37166956666664,12.437572574301562,21.589995999999985,0.0377702309600591,62.268312410846896
2018-06-28,395.0,396.899994,387.100006,395.420013,395.420013,12219900,0.012884545727943397,0.012802246143278859,390.390015,399.390015,384.480011,401.852866,369.6126699333334,12.733276969050213,9.799987999999985,0.034822049236343695,64.24193064608431
2018-06-29,399.190002,401.329987,390.549988,391.429993,391.429993,9252500,-0.010090586891968845,-0.010141841951136335,395.420013,390.390015,399.390015,398.23429214285716,371.81966966666664,11.31056185049678,10.779999000000032,0.03184944880778409,61.94802167297581
2018-07-02,385.450012,398.380005,380.0,398.179993,398.179993,8142500,0.017244462919835613,0.01709746469962874,391.429993,395.420013,390.390015,395.7685765714286,374.28633633333334,8.455580800058591,18.380004999999983,0.03331703274020677,63.228835334464875
2018-07-03,399.48999,399.980011,389.5,390.519989,390.519989,5280300,-0.01923754114888443,-0.019424990581762478,398.179993,391.429993,395.420013,392.83000414285715,376.24300239999997,5.185499056036734,10.48001099999999,0.03369503901731225,54.36197057478618
2018-07-05,393.799988,399.23999,390.859985,398.390015,398.390015,8448900,0.020152684169004287,0.01995230645546434,390.519989,398.179993,391.429993,394.81714757142856,378.46866973333334,3.97673578383763,8.380004999999983,0.02293249836667802,52.37277199666011
2018-07-06,397.450012,408.649994,395.519989,408.25,408.25,8629600,0.024749578625859803,0.02444826920521125,398.390015,390.519989,398.179993,396.08285971428575,380.58633636666667,6.366615822857844,13.130004999999983,0.019937699711863786,56.49292842196455
2018-07-09,415.950012,419.119995,411.100006,418.970001,418.970001,11127500,0.02625842253521138,0.025919588849689017,408.25,398.390015,390.519989,400.1657148571429,382.90900276666673,10.148297022026034,8.01998900000001,0.017812364772278922,60.62634669942443
2018-07-10,417.23999,419.440002,413.079987,415.630005,415.630005,9382900,-0.007971921598272202,-0.008003867257387288,418.970001,408.25,398.390015,403.0528565714286,385.0536693,11.373954657026534,6.360014999999976,0.019008325371714388,54.322587561305276
2018-07-11,411.339996,419.769989,410.600006,418.649994,418.649994,9713900,0.007266051448812094,0.007239780875783932,415.630005,418.970001,408.25,406.94142814285715,387.35100206666664,11.391033634277308,9.169983000000002,0.017427974775638233,50.82582523666734
2018-07-12,415.160004,416.790009,407.799988,413.5,413.5,12743300,-0.012301430965743654,-0.012377719854914024,418.649994,415.630005,418.970001,409.1300005714285,389.3496684333333,10.887738192270213,8.990021000000013,0.01883960070761561,49.17977259057855
2018-07-13,409.190002,410.0,395.079987,395.799988,395.799988,15719000,-0.04280534945586456,-0.0437485116136237,413.5,418.649994,415.630005,409.8842861428571,390.82300116666664,9.474801097854234,14.920012999999983,0.025081518827519435,44.19116846230258
2018-07-16,398.980011,403.359985,391.75,400.480011,400.480011,22960000,0.011824212081583019,0.011754852300380998,395.799988,413.5,418.649994,410.18285699999996,392.1746684333333,9.076795001754903,11.609984999999995,0.024272032571805272,57.293942566693886
2018-07-17,346.950012,385.0,344.0,379.480011,379.480011,58410400,-0.05243707406909759,-0.05386193163879276,400.480011,395.799988,413.5,406.0728585714286,392.7636688666666,14.804354380612393,41.0,0.02879695550134467,41.40105565128556
2018-07-18,381.23999,383.130005,372.359985,375.130005,375.130005,21746300,-0.01146307018526993,-0.011529277620925748,379.480011,400.480011,395.799988,399.810002,393.0746694333333,17.47175696679525,10.770019999999988,0.02400687894584725,43.133548153243325
2018-07-19,371.059998,375.75,363.0,364.230011,364.230011,16878700,-0.02905657733243705,-0.029487079466094315,375.130005,379.480011,400.480011,392.4671457142857,392.96733606666663,20.288807442577966,12.75,0.024239308910558168,36.66980568005571
2018-07-20,364.920013,370.5,360.140015,361.049988,361.049988,15096700,-0.00873080993866815,-0.008769146763894274,364.230011,375.130005,379.480011,384.2385734285714,392.9556692,19.567595177210002,10.359984999999995,0.022070578999447175,36.92546430496119
2018-07-23,359.149994,363.899994,353.600006,362.660004,362.660004,11505200,0.004459260638446594,0.004449347594697799,361.049988,364.230011,375.130005,376.97571685714286,393.0253357666667,16.007834856009296,10.299987999999985,0.023962885642538314,34.005778580703165
2018-07-24,366.940002,367.399994,354.559998,357.320007,357.320007,12851500,-0.014724526942871963,-0.014834008831572792,362.660004,361.049988,364.230011,371.4785767142857,392.8876689333334,15.044204633570645,12.839995999999985,0.021392449855061363,34.73143714726727
2018-07-25,357.570007,363.279999,355.649994,362.869995,362.869995,8467800,0.015532262093569393,0.015412871197438035,357.320007,362.660004,361.049988,366.1057172857143,392.85566919999997,8.051083961897028,7.630004999999983,0.02217873200822067,33.308265043248525
2018-07-26,358.190002,365.540009,356.630005,363.089996,363.089996,6993700,0.0006062804944784173,0.0006060967807103904,362.869995,357.320007,362.660004,363.7642865714286,392.29433596666667,5.488874744390008,8.910004000000015,0.014499609342553869,26.66391828692923
2018-07-27,366.850006,367.0,351.649994,355.209991,355.209991,8949500,-0.021702622178552122,-0.02194158786431897,363.089996,362.869995,357.320007,360.9185702857143,391.0390025,3.3683869738087697,15.350006000000008,0.015594613520764376,16.056228636349488
2018-07-30,351.929993,352.029999,334.019989,334.959991,334.959991,18260700,-0.05700853160968666,-0.05869804369574312,355.209991,363.089996,362.869995,356.73713885714284,389.13833516666665,10.071145269345084,18.010009999999966,0.023540836863841064,13.606433699279862
2018-07-31,331.51001,342.5,328.0,337.450012,337.450012,14085400,0.007433786323453706,0.007406291908230962,334.959991,355.209991,363.089996,353.36571371428573,387.3733357666667,12.127069200997951,14.5,0.024642286824205276,13.191331320883947
2018-08-01,335.869995,344.410004,334.019989,338.380005,338.380005,7790500,0.002755943004678185,0.0027521523566983804,337.450012,334.959991,355.209991,349.8971424285714,385.15333556666667,12.492434849676545,10.390015000000005,0.024491222400957312,14.592788906199829
2018-08-02,337.230011,345.0,334.709991,344.5,344.5,7131300,0.018086160262335893,0.017924551346776157,338.380005,337.450012,334.959991,348.06571285714284,382.74466856666663,12.158103325651242,10.290008999999998,0.0264087199871903,22.857167014345478
2018-08-03,347.75,347.859985,338.480011,343.089996,343.089996,8848400,-0.004092899854862164,-0.0041012986943793715,344.5,338.380005,337.450012,345.2399987142857,380.3330017,10.300608593835625,9.379974000000004,0.024875337216313204,18.546537350640094
2018-08-06,342.869995,351.980011,341.73999,350.920013,350.920013,8198100,0.02282204987405101,0.02256552254632884,343.089996,344.5,338.380005,343.5014297142857,378.32733559999997,7.406045148300402,10.240021000000013,0.02740112154870333,31.706395050170357
2018-08-07,353.230011,357.309998,349.01001,351.829987,351.829987,7970900,0.0025931094445732494,0.002589753137206959,350.920013,343.089996,344.5,343.018572,377.2390014666667,6.579506396206885,8.299987999999985,0.02638312419051019,34.38755745307418
2018-08-08,352.209991,352.290009,346.609985,347.609985,347.609985,5394700,-0.011994435255457736,-0.012066948917598106,351.829987,350.920013,343.089996,344.825714,375.5130004666666,5.671852088048877,5.680024000000003,0.012084069846161748,37.76860671666412
2018-08-09,347.959991,352.440002,345.820007,349.359985,349.359985,4820300,0.005034377824330916,0.005021747716379182,347.609985,351.829987,350.920013,346.52713871428574,374.1453328,4.81168971970331,6.619995000000017,0.012049819102205619,41.211847304856214
2018-08-10,346.910004,349.100006,344.420013,345.869995,345.869995,4328400,-0.009989667248239575,-0.010039898784977503,349.359985,347.609985,351.829987,347.5971372857143,372.4936655333333,3.2902866960938444,4.6799930000000245,0.013344037043754945,37.724804655979845
2018-08-13,339.890015,347.190002,339.070007,341.309998,341.309998,6888900,-0.013184135848499978,-0.013271818096714008,345.869995,349.359985,347.609985,347.14142271428574,370.8229990333333,3.9462651096126296,8.119995000000017,0.01275445208862302,38.16002656530613
2018-08-14,342.089996,342.410004,336.25,337.48999,337.48999,5805200,-0.011192194844523828,-0.011255298746478638,341.309998,345.869995,349.359985,346.34142185714285,368.7999989333333,5.25506319830736,6.160004000000015,0.01328844422169604,30.737703169946514
2018-08-15,334.029999,335.5,321.0,326.399994,326.399994,11784500,-0.03286022201725147,-0.03341224590588183,337.48999,341.309998,345.869995,342.838562,366.66266576666663,8.722585560733727,14.5,0.012398817170735816,26.097719189635995
2018-08-16,329.899994,331.170013,321.209991,322.440002,322.440002,6689700,-0.012132328654393287,-0.012206526089494298,326.399994,337.48999,341.309998,338.6399927142857,364.1309986666667,10.554309004701075,9.96002199999998,0.011035281346589482,27.502407009837682
2018-08-17,319.01001,324.369995,312.959991,316.779999,316.779999,10407900,-0.017553662588055685,-0.017709555140595228,322.440002,326.399994,337.48999,334.235709,361.08199863333334,12.449733529488727,11.410004000000015,0.011205727574855422,34.392175053870204
2018-08-20,314.640015,331.600006,310.929993,327.730011,327.730011,13591100,0.0345666141630363,0.033982608748069854,316.779999,322.440002,326.399994,331.1457127142857,358.04066563333333,10.620099123474784,20.670012999999983,0.02071057566198521,42.71364057169249
2018-08-21,331.0,341.5,329.700012,338.019989,338.019989,14783200,0.03139772878474667,0.030914900562049402,327.730011,316.779999,322.440002,330.02428328571426,355.45366509999997,9.113789828556945,11.799987999999985,0.02566490488091807,49.76333411026417
2018-08-22,338.48999,346.209991,337.410004,344.440002,344.440002,8930700,0.018992998073850575,0.018814882846862592,338.019989,327.730011,316.779999,330.4714267142857,352.9799987,9.809969579903646,8.799986999999987,0.026406455688337414,49.960713717260234
2018-08-23,348.109985,350.079987,337.649994,339.170013,339.170013,11336400,-0.0153001653971655,-0.015418420695456311,344.440002,338.019989,327.730011,330.71142999999995,350.50233246666664,10.02841779383447,12.429993000000024,0.026781188051591354,47.55672873529212
2018-08-24,346.0,359.149994,344.540009,358.820007,358.820007,14729100,0.05793552863413076,0.05631939456059208,339.170013,344.440002,338.019989,335.34286042857144,349.2696664333333,14.287334522612104,14.609984999999995,0.029489992550692477,54.29161150764665
2018-08-27,367.149994,374.48999,360.0,364.579987,364.579987,17427300,0.016052560859573406,0.01592508094767934,358.820007,339.170013,344.440002,341.36285828571425,348.0729989666667,16.630347569489288,14.489989999999977,0.027161675185423187,56.57962950421051
2018-08-28,367.230011,369.98999,360.380005,368.48999,368.48999,9222600,0.01072467809375377,0.010667576634027684,364.579987,358.820007,339.170013,348.7499998571429,347.7066649333334,15.324196781021477,9.609984999999995,0.022731875859561285,60.80969907264917
2018-08-29,367.200012,369.859985,362.910004,368.040009,368.040009,8118700,-0.0012211485039254066,-0.0012218947133099017,368.48999,364.579987,358.820007,354.50857099999996,347.4703317333333,13.583829674938917,6.94998099999998,0.02346112900260611,59.80270599677984
2018-08-30,365.0,376.809998,363.540009,370.980011,370.980011,10981000,0.007988267384266834,0.007956530081702088,368.040009,368.48999,364.579987,359.2171455714286,347.6953317333334,12.592079849826726,13.26998900000001,0.02271337160468669,63.25347291439449
2018-08-31,370.660004,376.0,367.079987,367.679993,367.679993,7943400,-0.008895406496712721,-0.008935206827629423,370.980011,368.040009,368.48999,362.5371442857143,347.9163319,11.011069611192326,8.920012999999983,0.02401741031866778,64.10613231293573
